year,month,age_group,age_groups_src,population,deaths
2019,10,1,00_00,60260,27
2019,10,2,01_04,246080,9
2019,10,3,05_09,328930,6
2019,10,4,10_14,327010,3
2019,10,5,15_19,317330,15
2019,10,6,20_24,337050,24
2019,10,7,25_29,381160,21
2019,10,8,30_34,364470,21
2019,10,9,35_39,329190,27
2019,10,10,40_44,305170,33
2019,10,11,45_49,332480,57
2019,10,12,50_54,323690,66
2019,10,13,55_59,325010,111
2019,10,14,60_64,285710,159
2019,10,15,65_69,244260,204
2019,10,16,70_74,207910,303
2019,10,17,75_79,143530,369
2019,10,18,80_84,93870,429
2019,10,19,85_89,55150,519
2019,10,20,95_,32200,582
2019,11,1,00_00,60260,15
2019,11,2,01_04,246080,3
2019,11,3,05_09,328930,6
2019,11,4,10_14,327010,3
2019,11,5,15_19,317330,12
2019,11,6,20_24,337050,12
2019,11,7,25_29,381160,18
2019,11,8,30_34,364470,27
2019,11,9,35_39,329190,18
2019,11,10,40_44,305170,39
2019,11,11,45_49,332480,63
2019,11,12,50_54,323690,72
2019,11,13,55_59,325010,120
2019,11,14,60_64,285710,123
2019,11,15,65_69,244260,207
2019,11,16,70_74,207910,237
2019,11,17,75_79,143530,321
2019,11,18,80_84,93870,381
2019,11,19,85_89,55150,465
2019,11,20,95_,32200,537
2019,12,1,00_00,60260,18
2019,12,2,01_04,246080,6
2019,12,4,10_14,327010,3
2019,12,5,15_19,317330,18
2019,12,6,20_24,337050,21
2019,12,7,25_29,381160,18
2019,12,8,30_34,364470,33
2019,12,9,35_39,329190,18
2019,12,10,40_44,305170,27
2019,12,11,45_49,332480,57
2019,12,12,50_54,323690,93
2019,12,13,55_59,325010,123
2019,12,14,60_64,285710,165
2019,12,15,65_69,244260,186
2019,12,16,70_74,207910,264
2019,12,17,75_79,143530,321
2019,12,18,80_84,93870,369
2019,12,19,85_89,55150,462
2019,12,20,95_,32200,498
2020,1,1,00_00,59050,15
2020,1,2,01_04,245880,6
2020,1,4,10_14,335150,3
2020,1,5,15_19,314620,6
2020,1,6,20_24,335740,18
2020,1,7,25_29,377070,12
2020,1,8,30_34,379480,21
2020,1,9,35_39,337640,18
2020,1,10,40_44,310400,39
2020,1,11,45_49,327250,75
2020,1,12,50_54,328370,75
2020,1,13,55_59,325600,126
2020,1,14,60_64,294570,159
2020,1,15,65_69,250250,201
2020,1,16,70_74,216710,279
2020,1,17,75_79,148650,348
2020,1,18,80_84,100870,390
2020,1,19,85_89,55700,444
2020,1,20,95_,33970,498
2020,2,1,00_00,59050,24
2020,2,3,05_09,326740,3
2020,2,4,10_14,335150,3
2020,2,5,15_19,314620,12
2020,2,6,20_24,335740,18
2020,2,7,25_29,377070,24
2020,2,8,30_34,379480,21
2020,2,9,35_39,337640,24
2020,2,10,40_44,310400,30
2020,2,11,45_49,327250,54
2020,2,12,50_54,328370,81
2020,2,13,55_59,325600,108
2020,2,14,60_64,294570,153
2020,2,15,65_69,250250,165
2020,2,16,70_74,216710,225
2020,2,17,75_79,148650,288
2020,2,18,80_84,100870,366
2020,2,19,85_89,55700,399
2020,2,20,95_,33970,483
2020,3,1,00_00,59050,18
2020,3,2,01_04,245880,3
2020,3,3,05_09,326740,3
2020,3,4,10_14,335150,3
2020,3,5,15_19,314620,15
2020,3,6,20_24,335740,12
2020,3,7,25_29,377070,21
2020,3,8,30_34,379480,24
2020,3,9,35_39,337640,27
2020,3,10,40_44,310400,39
2020,3,11,45_49,327250,51
2020,3,12,50_54,328370,69
2020,3,13,55_59,325600,108
2020,3,14,60_64,294570,129
2020,3,15,65_69,250250,228
2020,3,16,70_74,216710,261
2020,3,17,75_79,148650,342
2020,3,18,80_84,100870,423
2020,3,19,85_89,55700,453
2020,3,20,95_,33970,570
2020,4,1,00_00,59050,24
2020,4,3,05_09,326740,3
2020,4,4,10_14,335150,3
2020,4,5,15_19,314620,6
2020,4,6,20_24,335740,6
2020,4,7,25_29,377070,12
2020,4,8,30_34,379480,12
2020,4,9,35_39,337640,24
2020,4,10,40_44,310400,33
2020,4,11,45_49,327250,51
2020,4,12,50_54,328370,69
2020,4,13,55_59,325600,105
2020,4,14,60_64,294570,123
2020,4,15,65_69,250250,189
2020,4,16,70_74,216710,258
2020,4,17,75_79,148650,354
2020,4,18,80_84,100870,411
2020,4,19,85_89,55700,420
2020,4,20,95_,33970,528
2020,5,1,00_00,59050,12
2020,5,4,10_14,335150,3
2020,5,5,15_19,314620,9
2020,5,6,20_24,335740,12
2020,5,7,25_29,377070,18
2020,5,8,30_34,379480,12
2020,5,9,35_39,337640,15
2020,5,10,40_44,310400,21
2020,5,11,45_49,327250,48
2020,5,12,50_54,328370,69
2020,5,13,55_59,325600,123
2020,5,14,60_64,294570,150
2020,5,15,65_69,250250,195
2020,5,16,70_74,216710,270
2020,5,17,75_79,148650,306
2020,5,18,80_84,100870,387
2020,5,19,85_89,55700,438
2020,5,20,95_,33970,528
2020,6,1,00_00,59050,30
2020,6,2,01_04,245880,6
2020,6,3,05_09,326740,3
2020,6,4,10_14,335150,3
2020,6,5,15_19,314620,12
2020,6,6,20_24,335740,15
2020,6,7,25_29,377070,18
2020,6,8,30_34,379480,9
2020,6,9,35_39,337640,21
2020,6,10,40_44,310400,30
2020,6,11,45_49,327250,42
2020,6,12,50_54,328370,81
2020,6,13,55_59,325600,123
2020,6,14,60_64,294570,156
2020,6,15,65_69,250250,213
2020,6,16,70_74,216710,270
2020,6,17,75_79,148650,339
2020,6,18,80_84,100870,417
2020,6,19,85_89,55700,456
2020,6,20,95_,33970,570
2020,7,1,00_00,59050,18
2020,7,2,01_04,245880,3
2020,7,3,05_09,326740,3
2020,7,4,10_14,335150,3
2020,7,5,15_19,314620,6
2020,7,6,20_24,335740,15
2020,7,7,25_29,377070,15
2020,7,8,30_34,379480,12
2020,7,9,35_39,337640,24
2020,7,10,40_44,310400,27
2020,7,11,45_49,327250,36
2020,7,12,50_54,328370,84
2020,7,13,55_59,325600,117
2020,7,14,60_64,294570,153
2020,7,15,65_69,250250,210
2020,7,16,70_74,216710,276
2020,7,17,75_79,148650,387
2020,7,18,80_84,100870,420
2020,7,19,85_89,55700,450
2020,7,20,95_,33970,591
2020,8,1,00_00,59050,15
2020,8,2,01_04,245880,3
2020,8,4,10_14,335150,6
2020,8,5,15_19,314620,9
2020,8,6,20_24,335740,12
2020,8,7,25_29,377070,21
2020,8,8,30_34,379480,15
2020,8,9,35_39,337640,21
2020,8,10,40_44,310400,27
2020,8,11,45_49,327250,45
2020,8,12,50_54,328370,63
2020,8,13,55_59,325600,96
2020,8,14,60_64,294570,129
2020,8,15,65_69,250250,189
2020,8,16,70_74,216710,297
2020,8,17,75_79,148650,351
2020,8,18,80_84,100870,405
2020,8,19,85_89,55700,450
2020,8,20,95_,33970,564
2020,9,1,00_00,59050,24
2020,9,2,01_04,245880,6
2020,9,3,05_09,326740,3
2020,9,4,10_14,335150,6
2020,9,5,15_19,314620,9
2020,9,6,20_24,335740,9
2020,9,7,25_29,377070,18
2020,9,8,30_34,379480,24
2020,9,9,35_39,337640,24
2020,9,10,40_44,310400,30
2020,9,11,45_49,327250,30
2020,9,12,50_54,328370,84
2020,9,13,55_59,325600,111
2020,9,14,60_64,294570,183
2020,9,15,65_69,250250,207
2020,9,16,70_74,216710,300
2020,9,17,75_79,148650,339
2020,9,18,80_84,100870,402
2020,9,19,85_89,55700,459
2020,9,20,95_,33970,540
2020,10,1,00_00,59050,15
2020,10,2,01_04,245880,3
2020,10,3,05_09,326740,3
2020,10,4,10_14,335150,3
2020,10,5,15_19,314620,15
2020,10,6,20_24,335740,15
2020,10,7,25_29,377070,18
2020,10,8,30_34,379480,18
2020,10,9,35_39,337640,24
2020,10,10,40_44,310400,30
2020,10,11,45_49,327250,60
2020,10,12,50_54,328370,72
2020,10,13,55_59,325600,123
2020,10,14,60_64,294570,159
2020,10,15,65_69,250250,213
2020,10,16,70_74,216710,294
2020,10,17,75_79,148650,315
2020,10,18,80_84,100870,417
2020,10,19,85_89,55700,444
2020,10,20,95_,33970,489
2020,11,1,00_00,59050,15
2020,11,4,10_14,335150,6
2020,11,5,15_19,314620,9
2020,11,6,20_24,335740,18
2020,11,7,25_29,377070,15
2020,11,8,30_34,379480,15
2020,11,9,35_39,337640,15
2020,11,10,40_44,310400,27
2020,11,11,45_49,327250,60
2020,11,12,50_54,328370,90
2020,11,13,55_59,325600,126
2020,11,14,60_64,294570,153
2020,11,15,65_69,250250,192
2020,11,16,70_74,216710,273
2020,11,17,75_79,148650,318
2020,11,18,80_84,100870,381
2020,11,19,85_89,55700,429
2020,11,20,95_,33970,489
2020,12,1,00_00,59050,15
2020,12,2,01_04,245880,3
2020,12,4,10_14,335150,6
2020,12,5,15_19,314620,15
2020,12,6,20_24,335740,15
2020,12,7,25_29,377070,15
2020,12,8,30_34,379480,21
2020,12,9,35_39,337640,30
2020,12,10,40_44,310400,30
2020,12,11,45_49,327250,57
2020,12,12,50_54,328370,84
2020,12,13,55_59,325600,132
2020,12,14,60_64,294570,153
2020,12,15,65_69,250250,222
2020,12,16,70_74,216710,270
2020,12,17,75_79,148650,345
2020,12,18,80_84,100870,423
2020,12,19,85_89,55700,450
2020,12,20,95_,33970,591
2021,1,1,00_00,62350,24
2021,1,2,01_04,242500,3
2021,1,4,10_14,338290,3
2021,1,5,15_19,313340,18
2021,1,6,20_24,326750,18
2021,1,7,25_29,362050,15
2021,1,8,30_34,386130,18
2021,1,9,35_39,343560,27
2021,1,10,40_44,314010,36
2021,1,11,45_49,318720,45
2021,1,12,50_54,332600,78
2021,1,13,55_59,321880,117
2021,1,14,60_64,300490,159
2021,1,15,65_69,255240,195
2021,1,16,70_74,219440,312
2021,1,17,75_79,155730,333
2021,1,18,80_84,107060,423
2021,1,19,85_89,57240,477
2021,1,20,95_,34800,537
2021,2,1,00_00,62350,21
2021,2,3,05_09,324300,6
2021,2,4,10_14,338290,6
2021,2,5,15_19,313340,6
2021,2,6,20_24,326750,9
2021,2,7,25_29,362050,15
2021,2,8,30_34,386130,15
2021,2,9,35_39,343560,24
2021,2,10,40_44,314010,33
2021,2,11,45_49,318720,48
2021,2,12,50_54,332600,78
2021,2,13,55_59,321880,102
2021,2,14,60_64,300490,153
2021,2,15,65_69,255240,192
2021,2,16,70_74,219440,267
2021,2,17,75_79,155730,273
2021,2,18,80_84,107060,375
2021,2,19,85_89,57240,384
2021,2,20,95_,34800,492
2021,3,1,00_00,62350,21
2021,3,2,01_04,242500,3
2021,3,3,05_09,324300,3
2021,3,5,15_19,313340,9
2021,3,6,20_24,326750,24
2021,3,7,25_29,362050,30
2021,3,8,30_34,386130,21
2021,3,9,35_39,343560,30
2021,3,10,40_44,314010,36
2021,3,11,45_49,318720,54
2021,3,12,50_54,332600,87
2021,3,13,55_59,321880,126
2021,3,14,60_64,300490,165
2021,3,15,65_69,255240,195
2021,3,16,70_74,219440,285
2021,3,17,75_79,155730,336
2021,3,18,80_84,107060,444
2021,3,19,85_89,57240,453
2021,3,20,95_,34800,582
2021,4,1,00_00,62350,18
2021,4,2,01_04,242500,6
2021,4,4,10_14,338290,3
2021,4,6,20_24,326750,12
2021,4,7,25_29,362050,12
2021,4,8,30_34,386130,21
2021,4,9,35_39,343560,27
2021,4,10,40_44,314010,33
2021,4,11,45_49,318720,39
2021,4,12,50_54,332600,84
2021,4,13,55_59,321880,114
2021,4,14,60_64,300490,150
2021,4,15,65_69,255240,180
2021,4,16,70_74,219440,252
2021,4,17,75_79,155730,336
2021,4,18,80_84,107060,417
2021,4,19,85_89,57240,429
2021,4,20,95_,34800,555
2021,5,1,00_00,62350,24
2021,5,2,01_04,242500,9
2021,5,4,10_14,338290,6
2021,5,5,15_19,313340,12
2021,5,6,20_24,326750,12
2021,5,7,25_29,362050,12
2021,5,8,30_34,386130,30
2021,5,9,35_39,343560,21
2021,5,10,40_44,314010,36
2021,5,11,45_49,318720,48
2021,5,12,50_54,332600,78
2021,5,13,55_59,321880,117
2021,5,14,60_64,300490,156
2021,5,15,65_69,255240,213
2021,5,16,70_74,219440,297
2021,5,17,75_79,155730,351
2021,5,18,80_84,107060,450
2021,5,19,85_89,57240,477
2021,5,20,95_,34800,579
2021,6,1,00_00,62350,36
2021,6,2,01_04,242500,6
2021,6,4,10_14,338290,6
2021,6,5,15_19,313340,3
2021,6,6,20_24,326750,9
2021,6,7,25_29,362050,18
2021,6,8,30_34,386130,18
2021,6,9,35_39,343560,24
2021,6,10,40_44,314010,36
2021,6,11,45_49,318720,54
2021,6,12,50_54,332600,78
2021,6,13,55_59,321880,120
2021,6,14,60_64,300490,153
2021,6,15,65_69,255240,231
2021,6,16,70_74,219440,300
2021,6,17,75_79,155730,351
2021,6,18,80_84,107060,468
2021,6,19,85_89,57240,504
2021,6,20,95_,34800,621
2021,7,1,00_00,62350,21
2021,7,2,01_04,242500,6
2021,7,3,05_09,324300,6
2021,7,4,10_14,338290,6
2021,7,5,15_19,313340,6
2021,7,6,20_24,326750,15
2021,7,7,25_29,362050,18
2021,7,8,30_34,386130,21
2021,7,9,35_39,343560,24
2021,7,10,40_44,314010,30
2021,7,11,45_49,318720,45
2021,7,12,50_54,332600,75
2021,7,13,55_59,321880,111
2021,7,14,60_64,300490,162
2021,7,15,65_69,255240,213
2021,7,16,70_74,219440,306
2021,7,17,75_79,155730,399
2021,7,18,80_84,107060,504
2021,7,19,85_89,57240,534
2021,7,20,95_,34800,690
2021,8,1,00_00,62350,24
2021,8,2,01_04,242500,6
2021,8,4,10_14,338290,3
2021,8,5,15_19,313340,15
2021,8,6,20_24,326750,9
2021,8,7,25_29,362050,15
2021,8,8,30_34,386130,15
2021,8,9,35_39,343560,21
2021,8,10,40_44,314010,33
2021,8,11,45_49,318720,42
2021,8,12,50_54,332600,75
2021,8,13,55_59,321880,126
2021,8,14,60_64,300490,168
2021,8,15,65_69,255240,249
2021,8,16,70_74,219440,312
2021,8,17,75_79,155730,405
2021,8,18,80_84,107060,507
2021,8,19,85_89,57240,519
2021,8,20,95_,34800,669
2021,9,1,00_00,62350,30
2021,9,2,01_04,242500,3
2021,9,4,10_14,338290,3
2021,9,5,15_19,313340,15
2021,9,6,20_24,326750,12
2021,9,7,25_29,362050,9
2021,9,8,30_34,386130,12
2021,9,9,35_39,343560,21
2021,9,10,40_44,314010,27
2021,9,11,45_49,318720,45
2021,9,12,50_54,332600,81
2021,9,13,55_59,321880,114
2021,9,14,60_64,300490,174
2021,9,15,65_69,255240,246
2021,9,16,70_74,219440,288
2021,9,17,75_79,155730,360
2021,9,18,80_84,107060,447
2021,9,19,85_89,57240,486
2021,9,20,95_,34800,717
2021,10,1,00_00,62350,18
2021,10,2,01_04,242500,3
2021,10,4,10_14,338290,3
2021,10,5,15_19,313340,12
2021,10,6,20_24,326750,21
2021,10,7,25_29,362050,15
2021,10,8,30_34,386130,21
2021,10,9,35_39,343560,21
2021,10,10,40_44,314010,27
2021,10,11,45_49,318720,42
2021,10,12,50_54,332600,69
2021,10,13,55_59,321880,126
2021,10,14,60_64,300490,162
2021,10,15,65_69,255240,186
2021,10,16,70_74,219440,261
2021,10,17,75_79,155730,312
2021,10,18,80_84,107060,447
2021,10,19,85_89,57240,435
2021,10,20,95_,34800,570
2021,11,1,00_00,62350,12
2021,11,2,01_04,242500,3
2021,11,3,05_09,324300,6
2021,11,4,10_14,338290,3
2021,11,5,15_19,313340,12
2021,11,6,20_24,326750,21
2021,11,7,25_29,362050,21
2021,11,8,30_34,386130,15
2021,11,9,35_39,343560,24
2021,11,10,40_44,314010,42
2021,11,11,45_49,318720,45
2021,11,12,50_54,332600,99
2021,11,13,55_59,321880,108
2021,11,14,60_64,300490,156
2021,11,15,65_69,255240,213
2021,11,16,70_74,219440,294
2021,11,17,75_79,155730,375
2021,11,18,80_84,107060,423
2021,11,19,85_89,57240,507
2021,11,20,95_,34800,573
2021,12,1,00_00,62350,21
2021,12,2,01_04,242500,6
2021,12,3,05_09,324300,3
2021,12,5,15_19,313340,9
2021,12,6,20_24,326750,21
2021,12,7,25_29,362050,12
2021,12,8,30_34,386130,27
2021,12,9,35_39,343560,24
2021,12,10,40_44,314010,27
2021,12,11,45_49,318720,45
2021,12,12,50_54,332600,93
2021,12,13,55_59,321880,123
2021,12,14,60_64,300490,162
2021,12,15,65_69,255240,186
2021,12,16,70_74,219440,306
2021,12,17,75_79,155730,375
2021,12,18,80_84,107060,420
2021,12,19,85_89,57240,456
2021,12,20,95_,34800,567
2022,1,1,00_00,57700,15
2022,1,2,01_04,244290,9
2022,1,3,05_09,321430,3
2022,1,4,10_14,341220,9
2022,1,5,15_19,320550,12
2022,1,6,20_24,322250,15
2022,1,7,25_29,353740,21
2022,1,8,30_34,394980,24
2022,1,9,35_39,355070,27
2022,1,10,40_44,323510,27
2022,1,11,45_49,311970,60
2022,1,12,50_54,336050,84
2022,1,13,55_59,317980,126
2022,1,14,60_64,307500,165
2022,1,15,65_69,260590,207
2022,1,16,70_74,221100,300
2022,1,17,75_79,166120,357
2022,1,18,80_84,111010,432
2022,1,19,85_89,58940,405
2022,1,20,95_,34530,603
2022,2,1,00_00,57700,18
2022,2,4,10_14,341220,3
2022,2,5,15_19,320550,12
2022,2,6,20_24,322250,9
2022,2,7,25_29,353740,21
2022,2,8,30_34,394980,18
2022,2,9,35_39,355070,30
2022,2,10,40_44,323510,24
2022,2,11,45_49,311970,45
2022,2,12,50_54,336050,72
2022,2,13,55_59,317980,117
2022,2,14,60_64,307500,153
2022,2,15,65_69,260590,189
2022,2,16,70_74,221100,246
2022,2,17,75_79,166120,321
2022,2,18,80_84,111010,408
2022,2,19,85_89,58940,402
2022,2,20,95_,34530,519
2022,3,1,00_00,57700,12
2022,3,3,05_09,321430,3
2022,3,5,15_19,320550,9
2022,3,6,20_24,322250,15
2022,3,7,25_29,353740,21
2022,3,8,30_34,394980,18
2022,3,9,35_39,355070,27
2022,3,10,40_44,323510,33
2022,3,11,45_49,311970,69
2022,3,12,50_54,336050,81
2022,3,13,55_59,317980,132
2022,3,14,60_64,307500,183
2022,3,15,65_69,260590,228
2022,3,16,70_74,221100,297
2022,3,17,75_79,166120,393
2022,3,18,80_84,111010,507
2022,3,19,85_89,58940,516
2022,3,20,95_,34530,675
2022,4,1,00_00,57700,18
2022,4,4,10_14,341220,3
2022,4,5,15_19,320550,6
2022,4,6,20_24,322250,18
2022,4,7,25_29,353740,27
2022,4,8,30_34,394980,24
2022,4,9,35_39,355070,27
2022,4,10,40_44,323510,27
2022,4,11,45_49,311970,39
2022,4,12,50_54,336050,75
2022,4,13,55_59,317980,105
2022,4,14,60_64,307500,186
2022,4,15,65_69,260590,201
2022,4,16,70_74,221100,279
2022,4,17,75_79,166120,387
2022,4,18,80_84,111010,492
2022,4,19,85_89,58940,468
2022,4,20,95_,34530,660
2022,5,1,00_00,57700,24
2022,5,2,01_04,244290,3
2022,5,3,05_09,321430,3
2022,5,4,10_14,341220,3
2022,5,5,15_19,320550,9
2022,5,6,20_24,322250,15
2022,5,7,25_29,353740,18
2022,5,8,30_34,394980,21
2022,5,9,35_39,355070,18
2022,5,10,40_44,323510,39
2022,5,11,45_49,311970,54
2022,5,12,50_54,336050,93
2022,5,13,55_59,317980,147
2022,5,14,60_64,307500,162
2022,5,15,65_69,260590,255
2022,5,16,70_74,221100,357
2022,5,17,75_79,166120,399
2022,5,18,80_84,111010,501
2022,5,19,85_89,58940,582
2022,5,20,95_,34530,744
2022,6,1,00_00,57700,21
2022,6,2,01_04,244290,6
2022,6,3,05_09,321430,3
2022,6,4,10_14,341220,3
2022,6,5,15_19,320550,12
2022,6,6,20_24,322250,18
2022,6,7,25_29,353740,21
2022,6,8,30_34,394980,27
2022,6,9,35_39,355070,18
2022,6,10,40_44,323510,39
2022,6,11,45_49,311970,54
2022,6,12,50_54,336050,87
2022,6,13,55_59,317980,132
2022,6,14,60_64,307500,198
2022,6,15,65_69,260590,228
2022,6,16,70_74,221100,342
2022,6,17,75_79,166120,438
2022,6,18,80_84,111010,573
2022,6,19,85_89,58940,561
2022,6,20,95_,34530,726
2022,7,1,00_00,57700,15
2022,7,2,01_04,244290,3
2022,7,5,15_19,320550,9
2022,7,6,20_24,322250,18
2022,7,7,25_29,353740,12
2022,7,8,30_34,394980,21
2022,7,9,35_39,355070,15
2022,7,10,40_44,323510,36
2022,7,11,45_49,311970,54
2022,7,12,50_54,336050,93
2022,7,13,55_59,317980,132
2022,7,14,60_64,307500,165
2022,7,15,65_69,260590,234
2022,7,16,70_74,221100,318
2022,7,17,75_79,166120,441
2022,7,18,80_84,111010,564
2022,7,19,85_89,58940,585
2022,7,20,95_,34530,828
2022,8,1,00_00,57700,24
2022,8,2,01_04,244290,3
2022,8,3,05_09,321430,6
2022,8,4,10_14,341220,6
2022,8,5,15_19,320550,6
2022,8,6,20_24,322250,18
2022,8,7,25_29,353740,15
2022,8,8,30_34,394980,21
2022,8,9,35_39,355070,18
2022,8,10,40_44,323510,39
2022,8,11,45_49,311970,48
2022,8,12,50_54,336050,93
2022,8,13,55_59,317980,129
2022,8,14,60_64,307500,204
2022,8,15,65_69,260590,285
2022,8,16,70_74,221100,378
2022,8,17,75_79,166120,501
2022,8,18,80_84,111010,618
2022,8,19,85_89,58940,663
2022,8,20,95_,34530,897
2022,9,1,00_00,57700,12
2022,9,3,05_09,321430,3
2022,9,5,15_19,320550,9
2022,9,6,20_24,322250,15
2022,9,7,25_29,353740,15
2022,9,8,30_34,394980,24
2022,9,9,35_39,355070,27
2022,9,10,40_44,323510,42
2022,9,11,45_49,311970,42
2022,9,12,50_54,336050,78
2022,9,13,55_59,317980,114
2022,9,14,60_64,307500,198
2022,9,15,65_69,260590,237
2022,9,16,70_74,221100,321
2022,9,17,75_79,166120,432
2022,9,18,80_84,111010,501
2022,9,19,85_89,58940,519
2022,9,20,95_,34530,699
2022,10,1,00_00,57700,15
2022,10,2,01_04,244290,3
2022,10,3,05_09,321430,3
2022,10,5,15_19,320550,6
2022,10,6,20_24,322250,12
2022,10,7,25_29,353740,15
2022,10,8,30_34,394980,9
2022,10,9,35_39,355070,24
2022,10,10,40_44,323510,18
2022,10,11,45_49,311970,51
2022,10,12,50_54,336050,66
2022,10,13,55_59,317980,123
2022,10,14,60_64,307500,177
2022,10,15,65_69,260590,222
2022,10,16,70_74,221100,300
2022,10,17,75_79,166120,375
2022,10,18,80_84,111010,483
2022,10,19,85_89,58940,525
2022,10,20,95_,34530,588
2022,11,1,00_00,57700,12
2022,11,2,01_04,244290,9
2022,11,4,10_14,341220,6
2022,11,5,15_19,320550,12
2022,11,6,20_24,322250,15
2022,11,7,25_29,353740,24
2022,11,8,30_34,394980,30
2022,11,9,35_39,355070,24
2022,11,10,40_44,323510,30
2022,11,11,45_49,311970,54
2022,11,12,50_54,336050,93
2022,11,13,55_59,317980,129
2022,11,14,60_64,307500,204
2022,11,15,65_69,260590,219
2022,11,16,70_74,221100,291
2022,11,17,75_79,166120,396
2022,11,18,80_84,111010,462
2022,11,19,85_89,58940,522
2022,11,20,95_,34530,606
2022,12,1,00_00,57700,24
2022,12,2,01_04,244290,3
2022,12,4,10_14,341220,3
2022,12,5,15_19,320550,6
2022,12,6,20_24,322250,18
2022,12,7,25_29,353740,12
2022,12,8,30_34,394980,21
2022,12,9,35_39,355070,27
2022,12,10,40_44,323510,21
2022,12,11,45_49,311970,36
2022,12,12,50_54,336050,87
2022,12,13,55_59,317980,129
2022,12,14,60_64,307500,159
2022,12,15,65_69,260590,234
2022,12,16,70_74,221100,252
2022,12,17,75_79,166120,396
2022,12,18,80_84,111010,459
2022,12,19,85_89,58940,483
2022,12,20,95_,34530,603
