Month of Death,Age at death,Last COVID-19 dose number,Days between last vaccination and death,Count
2023-05,81 to 100,4,<= 30,34
2023-05,81 to 100,4,<= 365,672
2023-05,81 to 100,4,<= 90,19
2023-05,81 to 100,5,<= 180,<5
2023-05,81 to 100,5,<= 30,175
2023-05,81 to 100,5,<= 365,5
2023-05,81 to 100,5,<= 90,112
2023-05,81 to 100,6,<= 30,<5
2023-05,81 to 100,6,<= 90,<5
2023-06,0 to 20,0,N/A,14
2023-06,0 to 20,1,366 +,<5
2023-06,0 to 20,2,366 +,6
2023-06,0 to 20,2,<= 365,<5
2023-06,0 to 20,3,366 +,<5
2023-06,100+,0,N/A,<5
2023-06,100+,2,366 +,<5
2023-06,100+,3,366 +,<5
2023-06,100+,4,<= 180,<5
2023-06,100+,4,<= 365,5
2023-06,100+,4,<= 90,<5
2023-06,100+,5,<= 30,<5
2023-06,100+,5,<= 90,5
2023-06,21 to 40,0,N/A,16
2023-06,21 to 40,1,366 +,<5
2023-06,21 to 40,2,366 +,31
2023-06,21 to 40,3,366 +,29
2023-06,21 to 40,3,<= 365,<5
2023-06,21 to 40,3,<= 90,<5
2023-06,21 to 40,4,<= 30,<5
2023-06,21 to 40,4,<= 365,<5
2023-06,21 to 40,4,<= 90,<5
2023-06,41 to 60,0,N/A,26
2023-06,41 to 60,1,366 +,8
2023-06,41 to 60,2,366 +,61
2023-06,41 to 60,3,366 +,133
2023-06,41 to 60,3,<= 180,<5
2023-06,41 to 60,3,<= 365,<5
2023-06,41 to 60,4,366 +,<5
2023-06,41 to 60,4,<= 180,<5
2023-06,41 to 60,4,<= 30,<5
2023-06,41 to 60,4,<= 365,22
2023-06,41 to 60,4,<= 90,8
2023-06,41 to 60,5,<= 30,<5
2023-06,41 to 60,5,<= 365,<5
2023-06,41 to 60,5,<= 90,12
2023-06,41 to 60,6,<= 30,<5
2023-06,41 to 60,6,<= 90,<5
2023-06,61 to 80,0,N/A,68
2023-06,61 to 80,1,366 +,7
2023-06,61 to 80,2,366 +,110
2023-06,61 to 80,3,366 +,379
2023-06,61 to 80,3,<= 365,9
2023-06,61 to 80,4,366 +,23
2023-06,61 to 80,4,<= 180,22
2023-06,61 to 80,4,<= 30,11
2023-06,61 to 80,4,<= 365,328
2023-06,61 to 80,4,<= 90,35
2023-06,61 to 80,5,<= 180,<5
2023-06,61 to 80,5,<= 30,36
2023-06,61 to 80,5,<= 365,12
2023-06,61 to 80,5,<= 90,167
2023-06,61 to 80,6,<= 180,<5
2023-06,61 to 80,6,<= 30,<5
2023-06,61 to 80,6,<= 90,6
2023-06,81 to 100,0,N/A,60
2023-06,81 to 100,1,366 +,<5
2023-06,81 to 100,2,366 +,67
2023-06,81 to 100,3,366 +,335
2023-06,81 to 100,3,<= 180,6
2023-06,81 to 100,3,<= 30,<5
2023-06,81 to 100,3,<= 365,16
2023-06,81 to 100,3,<= 90,<5
2023-06,81 to 100,4,366 +,5
2023-06,81 to 100,4,<= 180,24
2023-06,81 to 100,4,<= 30,19
2023-06,81 to 100,4,<= 365,536
2023-06,81 to 100,4,<= 90,72
2023-06,81 to 100,5,<= 180,<5
2023-06,81 to 100,5,<= 30,88
2023-06,81 to 100,5,<= 365,8
2023-06,81 to 100,5,<= 90,308
2023-06,81 to 100,6,<= 30,<5
2023-06,81 to 100,6,<= 90,7
2023-07,0 to 20,0,N/A,13
2023-07,0 to 20,2,366 +,<5
2023-07,0 to 20,3,366 +,<5
2023-07,100+,0,N/A,<5
2023-07,100+,2,366 +,<5
2023-07,100+,3,366 +,<5
2023-07,100+,4,<= 365,5
2023-07,100+,5,<= 180,<5
2023-07,100+,5,<= 90,5
2023-07,21 to 40,0,N/A,17
2023-07,21 to 40,1,366 +,<5
2023-07,21 to 40,2,366 +,33
2023-07,21 to 40,3,366 +,26
2023-07,21 to 40,3,<= 180,<5
2023-07,21 to 40,4,366 +,<5
2023-07,21 to 40,4,<= 90,<5
2023-07,41 to 60,0,N/A,40
2023-07,41 to 60,1,366 +,9
2023-07,41 to 60,2,366 +,78
2023-07,41 to 60,3,366 +,137
2023-07,41 to 60,3,<= 365,<5
2023-07,41 to 60,3,<= 90,<5
2023-07,41 to 60,4,366 +,15
2023-07,41 to 60,4,<= 180,6
2023-07,41 to 60,4,<= 30,<5
2023-07,41 to 60,4,<= 365,24
2023-07,41 to 60,4,<= 90,8
2023-07,41 to 60,5,<= 180,5
2023-07,41 to 60,5,<= 30,<5
2023-07,41 to 60,5,<= 365,<5
2023-07,41 to 60,5,<= 90,8
2023-07,61 to 80,0,N/A,90
2023-07,61 to 80,1,366 +,5
2023-07,61 to 80,1,<= 365,<5
2023-07,61 to 80,2,366 +,95
2023-07,61 to 80,2,<= 180,<5
2023-07,61 to 80,2,<= 365,<5
2023-07,61 to 80,3,366 +,375
2023-07,61 to 80,3,<= 180,<5
2023-07,61 to 80,3,<= 365,8
2023-07,61 to 80,3,<= 90,<5
2023-07,61 to 80,4,366 +,75
2023-07,61 to 80,4,<= 180,32
2023-07,61 to 80,4,<= 30,7
2023-07,61 to 80,4,<= 365,243
2023-07,61 to 80,4,<= 90,39
2023-07,61 to 80,5,<= 180,87
2023-07,61 to 80,5,<= 30,14
2023-07,61 to 80,5,<= 365,11
2023-07,61 to 80,5,<= 90,150
2023-07,61 to 80,6,<= 180,<5
2023-07,61 to 80,6,<= 30,<5
2023-07,61 to 80,6,<= 90,9
2023-07,61 to 80,7,<= 90,<5
2023-07,81 to 100,0,N/A,51
2023-07,81 to 100,1,366 +,<5
2023-07,81 to 100,1,<= 365,<5
2023-07,81 to 100,1,<= 90,<5
2023-07,81 to 100,2,366 +,79
2023-07,81 to 100,3,366 +,344
2023-07,81 to 100,3,<= 180,<5
2023-07,81 to 100,3,<= 365,11
2023-07,81 to 100,3,<= 90,7
2023-07,81 to 100,4,366 +,69
2023-07,81 to 100,4,<= 180,38
2023-07,81 to 100,4,<= 30,5
2023-07,81 to 100,4,<= 365,410
2023-07,81 to 100,4,<= 90,82
2023-07,81 to 100,5,<= 180,148
2023-07,81 to 100,5,<= 30,38
2023-07,81 to 100,5,<= 365,<5
2023-07,81 to 100,5,<= 90,369
2023-07,81 to 100,6,<= 180,5
2023-07,81 to 100,6,<= 30,<5
2023-07,81 to 100,6,<= 90,5
2023-08,0 to 20,0,N/A,12
2023-08,0 to 20,1,366 +,<5
2023-08,0 to 20,2,366 +,6
2023-08,0 to 20,3,366 +,<5
2023-08,100+,0,N/A,<5
2023-08,100+,3,366 +,<5
2023-08,100+,4,366 +,<5
2023-08,100+,4,<= 180,<5
2023-08,100+,4,<= 365,9
2023-08,100+,5,<= 180,6
2023-08,100+,5,<= 90,<5
2023-08,21 to 40,0,N/A,20
2023-08,21 to 40,1,366 +,5
2023-08,21 to 40,2,366 +,30
2023-08,21 to 40,3,366 +,27
2023-08,21 to 40,3,<= 365,<5
2023-08,21 to 40,4,366 +,<5
2023-08,21 to 40,4,<= 180,<5
2023-08,21 to 40,4,<= 365,<5
2023-08,21 to 40,5,<= 365,<5
2023-08,41 to 60,0,N/A,39
2023-08,41 to 60,1,366 +,8
2023-08,41 to 60,2,366 +,53
2023-08,41 to 60,3,366 +,127
2023-08,41 to 60,3,<= 180,<5
2023-08,41 to 60,3,<= 90,<5
2023-08,41 to 60,4,366 +,15
2023-08,41 to 60,4,<= 180,11
2023-08,41 to 60,4,<= 30,<5
2023-08,41 to 60,4,<= 365,24
2023-08,41 to 60,4,<= 90,5
2023-08,41 to 60,5,366 +,<5
2023-08,41 to 60,5,<= 180,8
2023-08,41 to 60,5,<= 30,<5
2023-08,41 to 60,5,<= 365,<5
2023-08,41 to 60,5,<= 90,8
2023-08,41 to 60,6,<= 180,<5
2023-08,41 to 60,6,<= 90,<5
2023-08,61 to 80,0,N/A,91
2023-08,61 to 80,1,366 +,5
2023-08,61 to 80,2,366 +,118
2023-08,61 to 80,2,<= 365,<5
2023-08,61 to 80,3,366 +,345
2023-08,61 to 80,3,<= 180,<5
2023-08,61 to 80,3,<= 365,6
2023-08,61 to 80,4,366 +,159
2023-08,61 to 80,4,<= 180,52
2023-08,61 to 80,4,<= 30,<5
2023-08,61 to 80,4,<= 365,146
2023-08,61 to 80,4,<= 90,19
2023-08,61 to 80,5,366 +,<5
2023-08,61 to 80,5,<= 180,201
2023-08,61 to 80,5,<= 30,<5
2023-08,61 to 80,5,<= 365,14
2023-08,61 to 80,5,<= 90,52
2023-08,61 to 80,6,<= 180,<5
2023-08,61 to 80,6,<= 30,<5
2023-08,61 to 80,6,<= 90,<5
2023-08,81 to 100,0,N/A,60
2023-08,81 to 100,1,366 +,6
2023-08,81 to 100,1,<= 180,<5
2023-08,81 to 100,1,<= 365,<5
2023-08,81 to 100,2,366 +,79
2023-08,81 to 100,3,366 +,350
2023-08,81 to 100,3,<= 180,5
2023-08,81 to 100,3,<= 365,8
2023-08,81 to 100,3,<= 90,<5
2023-08,81 to 100,4,366 +,199
2023-08,81 to 100,4,<= 180,87
2023-08,81 to 100,4,<= 30,<5
2023-08,81 to 100,4,<= 365,269
2023-08,81 to 100,4,<= 90,38
2023-08,81 to 100,5,<= 180,422
2023-08,81 to 100,5,<= 30,19
2023-08,81 to 100,5,<= 365,<5
2023-08,81 to 100,5,<= 90,151
2023-08,81 to 100,6,<= 180,6
2023-08,81 to 100,6,<= 30,<5
2023-08,81 to 100,6,<= 90,<5
2023-09,0 to 20,0,N/A,7
2023-09,0 to 20,2,366 +,10
2023-09,0 to 20,3,366 +,<5
2023-09,0 to 20,3,<= 365,<5
2023-09,100+,0,N/A,<5
2023-09,100+,3,366 +,5
2023-09,100+,4,366 +,5
2023-09,100+,4,<= 365,<5
2023-09,100+,5,<= 180,14
2023-09,21 to 40,0,N/A,17
2023-09,21 to 40,1,366 +,6
2023-09,21 to 40,2,366 +,27
2023-09,21 to 40,3,366 +,22
2023-09,21 to 40,4,366 +,6
2023-09,21 to 40,5,<= 180,<5
2023-09,41 to 60,0,N/A,37
2023-09,41 to 60,1,366 +,6
2023-09,41 to 60,1,<= 365,<5
2023-09,41 to 60,2,366 +,67
2023-09,41 to 60,3,366 +,136
2023-09,41 to 60,3,<= 180,<5
2023-09,41 to 60,3,<= 365,<5
2023-09,41 to 60,4,366 +,23
2023-09,41 to 60,4,<= 180,11
2023-09,41 to 60,4,<= 365,22
2023-09,41 to 60,4,<= 90,<5
2023-09,41 to 60,5,<= 180,20
2023-09,41 to 60,5,<= 30,<5
2023-09,41 to 60,5,<= 365,<5
2023-09,41 to 60,5,<= 90,<5
2023-09,41 to 60,6,<= 180,<5
2023-09,41 to 60,6,<= 365,<5
2023-09,61 to 80,0,N/A,79
2023-09,61 to 80,1,366 +,6
2023-09,61 to 80,2,366 +,97
2023-09,61 to 80,3,366 +,331
2023-09,61 to 80,3,<= 180,5
2023-09,61 to 80,3,<= 30,<5
2023-09,61 to 80,3,<= 365,<5
2023-09,61 to 80,3,<= 90,<5
2023-09,61 to 80,4,366 +,174
2023-09,61 to 80,4,<= 180,58
2023-09,61 to 80,4,<= 365,86
2023-09,61 to 80,4,<= 90,13
2023-09,61 to 80,5,366 +,6
2023-09,61 to 80,5,<= 180,272
2023-09,61 to 80,5,<= 30,<5
2023-09,61 to 80,5,<= 365,10
2023-09,61 to 80,5,<= 90,27
2023-09,61 to 80,6,<= 180,10
2023-09,61 to 80,6,<= 90,<5
2023-09,81 to 100,0,N/A,59
2023-09,81 to 100,1,366 +,5
2023-09,81 to 100,1,<= 365,<5
2023-09,81 to 100,2,366 +,65
2023-09,81 to 100,2,<= 365,<5
2023-09,81 to 100,3,366 +,340
2023-09,81 to 100,3,<= 180,<5
2023-09,81 to 100,3,<= 30,<5
2023-09,81 to 100,3,<= 365,8
2023-09,81 to 100,4,366 +,292
2023-09,81 to 100,4,<= 180,119
2023-09,81 to 100,4,<= 30,<5
2023-09,81 to 100,4,<= 365,157
2023-09,81 to 100,4,<= 90,10
2023-09,81 to 100,5,366 +,<5
2023-09,81 to 100,5,<= 180,521
2023-09,81 to 100,5,<= 30,6
2023-09,81 to 100,5,<= 365,6
2023-09,81 to 100,5,<= 90,63
2023-09,81 to 100,6,<= 180,11
2023-09,81 to 100,6,<= 90,<5
2023-10,0 to 20,0,N/A,15
2023-10,0 to 20,2,366 +,12
2023-10,0 to 20,3,366 +,<5
2023-10,100+,0,N/A,<5
2023-10,100+,2,366 +,<5
2023-10,100+,3,366 +,<5
2023-10,100+,3,<= 180,<5
2023-10,100+,4,366 +,<5
2023-10,100+,4,<= 180,<5
2023-10,100+,4,<= 365,<5
2023-10,100+,5,<= 180,<5
2023-10,100+,5,<= 365,<5
2023-10,100+,5,<= 90,<5
2023-10,21 to 40,0,N/A,14
2023-10,21 to 40,1,366 +,<5
2023-10,21 to 40,2,366 +,34
2023-10,21 to 40,3,366 +,27
2023-10,21 to 40,3,<= 365,<5
2023-10,21 to 40,4,<= 180,<5
2023-10,21 to 40,4,<= 365,<5
2023-10,21 to 40,6,<= 90,<5
2023-10,41 to 60,0,N/A,44
2023-10,41 to 60,1,366 +,5
2023-10,41 to 60,2,366 +,62
2023-10,41 to 60,3,366 +,111
2023-10,41 to 60,3,<= 180,<5
2023-10,41 to 60,3,<= 365,<5
2023-10,41 to 60,4,366 +,24
2023-10,41 to 60,4,<= 180,6
2023-10,41 to 60,4,<= 365,9
2023-10,41 to 60,4,<= 90,<5
2023-10,41 to 60,5,366 +,<5
2023-10,41 to 60,5,<= 180,17
2023-10,41 to 60,5,<= 365,7
2023-10,41 to 60,5,<= 90,<5
2023-10,41 to 60,6,<= 180,<5
2023-10,41 to 60,8,<= 365,<5
2023-10,61 to 80,0,N/A,72
2023-10,61 to 80,1,366 +,9
2023-10,61 to 80,2,366 +,113
2023-10,61 to 80,3,366 +,364
2023-10,61 to 80,3,<= 180,<5
2023-10,61 to 80,3,<= 365,<5
2023-10,61 to 80,4,366 +,221
2023-10,61 to 80,4,<= 180,45
2023-10,61 to 80,4,<= 365,70
2023-10,61 to 80,4,<= 90,<5
2023-10,61 to 80,5,366 +,5
2023-10,61 to 80,5,<= 180,176
2023-10,61 to 80,5,<= 30,<5
2023-10,61 to 80,5,<= 365,98
2023-10,61 to 80,5,<= 90,11
2023-10,61 to 80,6,<= 180,8
2023-10,61 to 80,6,<= 30,<5
2023-10,61 to 80,6,<= 365,9
2023-10,61 to 80,6,<= 90,<5
2023-10,81 to 100,0,N/A,64
2023-10,81 to 100,1,366 +,5
2023-10,81 to 100,1,<= 180,<5
2023-10,81 to 100,1,<= 365,<5
2023-10,81 to 100,2,366 +,56
2023-10,81 to 100,2,<= 365,<5
2023-10,81 to 100,3,366 +,323
2023-10,81 to 100,3,<= 180,<5
2023-10,81 to 100,3,<= 365,<5
2023-10,81 to 100,4,366 +,345
2023-10,81 to 100,4,<= 180,90
2023-10,81 to 100,4,<= 365,105
2023-10,81 to 100,4,<= 90,<5
2023-10,81 to 100,5,<= 180,366
2023-10,81 to 100,5,<= 30,<5
2023-10,81 to 100,5,<= 365,174
2023-10,81 to 100,5,<= 90,24
2023-10,81 to 100,6,<= 180,9
2023-10,81 to 100,6,<= 365,<5
2023-11,0 to 20,0,N/A,5
2023-11,0 to 20,2,366 +,10
2023-11,0 to 20,3,366 +,<5
2023-11,0 to 20,3,<= 365,<5
2023-11,0 to 20,4,<= 365,<5
2023-11,100+,0,N/A,<5
2023-11,100+,3,366 +,<5
2023-11,100+,4,366 +,<5
2023-11,100+,4,<= 180,<5
2023-11,100+,4,<= 365,<5
2023-11,100+,5,<= 180,<5
2023-11,100+,5,<= 365,6
2023-11,21 to 40,0,N/A,18
2023-11,21 to 40,1,366 +,<5
2023-11,21 to 40,2,366 +,30
2023-11,21 to 40,3,366 +,21
2023-11,21 to 40,4,366 +,<5
2023-11,21 to 40,5,<= 180,<5
2023-11,21 to 40,5,<= 365,<5
2023-11,41 to 60,0,N/A,36
2023-11,41 to 60,1,366 +,5
2023-11,41 to 60,2,366 +,65
2023-11,41 to 60,3,366 +,88
2023-11,41 to 60,3,<= 180,<5
2023-11,41 to 60,4,366 +,26
2023-11,41 to 60,4,<= 180,8
2023-11,41 to 60,4,<= 365,12
2023-11,41 to 60,5,366 +,<5
2023-11,41 to 60,5,<= 180,6
2023-11,41 to 60,5,<= 30,<5
2023-11,41 to 60,5,<= 365,5
2023-11,41 to 60,5,<= 90,<5
2023-11,41 to 60,6,<= 180,<5
2023-11,41 to 60,6,<= 365,<5
2023-11,41 to 60,7,<= 365,<5
2023-11,61 to 80,0,N/A,67
2023-11,61 to 80,1,366 +,12
2023-11,61 to 80,2,366 +,96
2023-11,61 to 80,2,<= 365,<5
2023-11,61 to 80,3,366 +,341
2023-11,61 to 80,3,<= 180,<5
2023-11,61 to 80,3,<= 365,6
2023-11,61 to 80,4,366 +,194
2023-11,61 to 80,4,<= 180,22
2023-11,61 to 80,4,<= 365,81
2023-11,61 to 80,4,<= 90,<5
2023-11,61 to 80,5,366 +,12
2023-11,61 to 80,5,<= 180,70
2023-11,61 to 80,5,<= 30,<5
2023-11,61 to 80,5,<= 365,208
2023-11,61 to 80,5,<= 90,7
2023-11,61 to 80,6,<= 180,<5
2023-11,61 to 80,6,<= 30,6
2023-11,61 to 80,6,<= 365,12
2023-11,61 to 80,6,<= 90,<5
2023-11,81 to 100,0,N/A,51
2023-11,81 to 100,1,366 +,<5
2023-11,81 to 100,1,<= 365,<5
2023-11,81 to 100,2,366 +,57
2023-11,81 to 100,2,<= 365,<5
2023-11,81 to 100,3,366 +,281
2023-11,81 to 100,3,<= 365,6
2023-11,81 to 100,4,366 +,346
2023-11,81 to 100,4,<= 180,35
2023-11,81 to 100,4,<= 30,<5
2023-11,81 to 100,4,<= 365,135
2023-11,81 to 100,4,<= 90,<5
2023-11,81 to 100,5,366 +,<5
2023-11,81 to 100,5,<= 180,175
2023-11,81 to 100,5,<= 30,6
2023-11,81 to 100,5,<= 365,390
2023-11,81 to 100,5,<= 90,19
2023-11,81 to 100,6,<= 180,<5
2023-11,81 to 100,6,<= 30,8
2023-11,81 to 100,6,<= 365,<5
2023-11,81 to 100,6,<= 90,<5
2023-12,0 to 20,2,366 +,<5
2023-12,21 to 40,2,366 +,<5
2023-12,21 to 40,3,366 +,<5
2023-12,41 to 60,0,N/A,<5
2023-12,41 to 60,2,366 +,<5
2023-12,41 to 60,3,366 +,<5
2023-12,41 to 60,5,<= 365,<5
2023-12,61 to 80,0,N/A,5
2023-12,61 to 80,1,366 +,<5
2023-12,61 to 80,2,366 +,<5
2023-12,61 to 80,3,366 +,16
2023-12,61 to 80,4,366 +,9
2023-12,61 to 80,4,<= 180,<5
2023-12,61 to 80,4,<= 365,9
2023-12,61 to 80,5,<= 180,<5
2023-12,61 to 80,5,<= 365,8
2023-12,61 to 80,6,<= 365,<5
2023-12,81 to 100,0,N/A,<5
2023-12,81 to 100,2,366 +,<5
2023-12,81 to 100,3,366 +,11
2023-12,81 to 100,4,366 +,8
2023-12,81 to 100,4,<= 365,<5
2023-12,81 to 100,5,<= 180,<5
2023-12,81 to 100,5,<= 365,17
2023-12,81 to 100,6,<= 30,<5
Total,Total,0,N/A,79303
Total,Total,1,366 +,263
Total,Total,1,<= 180,269
Total,Total,1,<= 30,1685
Total,Total,1,<= 365,191
Total,Total,1,<= 90,1080
Total,Total,2,366 +,3579
Total,Total,2,<= 180,6341
Total,Total,2,<= 30,1878
Total,Total,2,<= 365,3413
Total,Total,2,<= 90,4840
Total,Total,3,366 +,8577
Total,Total,3,<= 180,8201
Total,Total,3,<= 30,1614
Total,Total,3,<= 365,9735
Total,Total,3,<= 90,4453
Total,Total,4,366 +,2339
Total,Total,4,<= 180,5021
Total,Total,4,<= 30,1202
Total,Total,4,<= 365,7412
Total,Total,4,<= 90,3148
Total,Total,5,366 +,33
Total,Total,5,<= 180,2641
Total,Total,5,<= 30,593
Total,Total,5,<= 365,1056
Total,Total,5,<= 90,1641
Total,Total,6,<= 180,70
Total,Total,6,<= 30,36
Total,Total,6,<= 365,33
Total,Total,6,<= 90,51
Total,Total,7,<= 365,<5
Total,Total,7,<= 90,<5
Total,Total,8,<= 365,<5